"datetime","sunrise","sunset","hour_day","day","month","hour_sunrise","hour_sunset","is_sunrise_period","is_sunset_period","is_noon","is_light_time","radiation","temperature","pressure","humidity","winddirection","speed"
"10/14/2016 21:20:22","10/14/2016 06:17:00","10/14/2016 18:00:00",21.0,14,10,6.0,18.0,0,0,0,0,1.22,51.0,30.51,26.0,160.09,7.87
"10/14/2016 21:25:21","10/14/2016 06:17:00","10/14/2016 18:00:00",21.0,14,10,6.0,18.0,0,0,0,0,1.2,51.0,30.51,25.0,143.53,7.87
"10/14/2016 21:30:21","10/14/2016 06:17:00","10/14/2016 18:00:00",21.0,14,10,6.0,18.0,0,0,0,0,1.22,51.0,30.51,25.0,139.46,6.75
"10/14/2016 21:35:21","10/14/2016 06:17:00","10/14/2016 18:00:00",21.0,14,10,6.0,18.0,0,0,0,0,1.22,51.0,30.51,25.0,174.76,4.5
"10/14/2016 21:40:21","10/14/2016 06:17:00","10/14/2016 18:00:00",21.0,14,10,6.0,18.0,0,0,0,0,1.22,51.0,30.51,26.0,151.7,5.62
"10/14/2016 21:45:22","10/14/2016 06:17:00","10/14/2016 18:00:00",21.0,14,10,6.0,18.0,0,0,0,0,1.24,51.0,30.51,26.0,167.99,9.0
"10/14/2016 21:50:20","10/14/2016 06:17:00","10/14/2016 18:00:00",21.0,14,10,6.0,18.0,0,0,0,0,1.23,51.0,30.51,25.0,137.68,7.87
"10/14/2016 21:55:22","10/14/2016 06:17:00","10/14/2016 18:00:00",21.0,14,10,6.0,18.0,0,0,0,0,1.23,51.0,30.51,24.0,155.6,9.0
"10/14/2016 22:00:27","10/14/2016 06:17:00","10/14/2016 18:00:00",22.0,14,10,6.0,18.0,0,0,0,0,1.21,52.0,30.51,24.0,145.7,3.37
"10/14/2016 22:05:23","10/14/2016 06:17:00","10/14/2016 18:00:00",22.0,14,10,6.0,18.0,0,0,0,0,1.2,52.0,30.51,24.0,171.88,7.87
"10/14/2016 22:10:20","10/14/2016 06:17:00","10/14/2016 18:00:00",22.0,14,10,6.0,18.0,0,0,0,0,1.21,52.0,30.51,23.0,148.53,6.75
"10/14/2016 22:15:22","10/14/2016 06:17:00","10/14/2016 18:00:00",22.0,14,10,6.0,18.0,0,0,0,0,1.24,52.0,30.51,24.0,156.48,10.12
"10/14/2016 22:20:22","10/14/2016 06:17:00","10/14/2016 18:00:00",22.0,14,10,6.0,18.0,0,0,0,0,1.23,52.0,30.51,23.0,164.98,10.12
"10/14/2016 22:25:19","10/14/2016 06:17:00","10/14/2016 18:00:00",22.0,14,10,6.0,18.0,0,0,0,0,1.23,52.0,30.51,23.0,170.86,9.0
"10/14/2016 22:30:21","10/14/2016 06:17:00","10/14/2016 18:00:00",22.0,14,10,6.0,18.0,0,0,0,0,1.25,52.0,30.51,24.0,169.34,9.0
"10/14/2016 22:35:23","10/14/2016 06:17:00","10/14/2016 18:00:00",22.0,14,10,6.0,18.0,0,0,0,0,1.24,52.0,30.5,23.0,172.28,9.0
"10/14/2016 22:40:22","10/14/2016 06:17:00","10/14/2016 18:00:00",22.0,14,10,6.0,18.0,0,0,0,0,1.23,52.0,30.5,23.0,159.13,7.87
"10/14/2016 22:45:21","10/14/2016 06:17:00","10/14/2016 18:00:00",22.0,14,10,6.0,18.0,0,0,0,0,1.19,52.0,30.5,23.0,147.03,5.62
"10/14/2016 22:50:20","10/14/2016 06:17:00","10/14/2016 18:00:00",22.0,14,10,6.0,18.0,0,0,0,0,1.2,53.0,30.5,23.0,166.92,7.87
"10/14/2016 22:55:22","10/14/2016 06:17:00","10/14/2016 18:00:00",22.0,14,10,6.0,18.0,0,0,0,0,1.19,53.0,30.5,23.0,144.18,9.0
"10/14/2016 23:00:18","10/14/2016 06:17:00","10/14/2016 18:00:00",23.0,14,10,6.0,18.0,0,0,0,0,1.19,52.0,30.5,24.0,189.98,9.0
"10/14/2016 23:05:22","10/14/2016 06:17:00","10/14/2016 18:00:00",23.0,14,10,6.0,18.0,0,0,0,0,1.23,52.0,30.5,24.0,159.31,9.0
"10/14/2016 23:10:18","10/14/2016 06:17:00","10/14/2016 18:00:00",23.0,14,10,6.0,18.0,0,0,0,0,1.21,52.0,30.5,24.0,166.73,9.0
"10/14/2016 23:15:24","10/14/2016 06:17:00","10/14/2016 18:00:00",23.0,14,10,6.0,18.0,0,0,0,0,1.24,52.0,30.5,24.0,166.11,6.75
"10/14/2016 23:20:24","10/14/2016 06:17:00","10/14/2016 18:00:00",23.0,14,10,6.0,18.0,0,0,0,0,1.23,52.0,30.5,23.0,150.43,6.75
"10/14/2016 23:25:23","10/14/2016 06:17:00","10/14/2016 18:00:00",23.0,14,10,6.0,18.0,0,0,0,0,1.25,52.0,30.5,23.0,162.55,10.12
"10/14/2016 23:30:21","10/14/2016 06:17:00","10/14/2016 18:00:00",23.0,14,10,6.0,18.0,0,0,0,0,1.25,52.0,30.5,23.0,181.62,7.87
"10/14/2016 23:35:23","10/14/2016 06:17:00","10/14/2016 18:00:00",23.0,14,10,6.0,18.0,0,0,0,0,1.23,52.0,30.5,22.0,159.18,7.87
"10/14/2016 23:40:24","10/14/2016 06:17:00","10/14/2016 18:00:00",23.0,14,10,6.0,18.0,0,0,0,0,1.23,53.0,30.5,22.0,157.28,4.5
"10/14/2016 23:45:23","10/14/2016 06:17:00","10/14/2016 18:00:00",23.0,14,10,6.0,18.0,0,0,0,0,1.23,53.0,30.5,22.0,154.23,4.5
"10/14/2016 23:50:19","10/14/2016 06:17:00","10/14/2016 18:00:00",23.0,14,10,6.0,18.0,0,0,0,0,1.27,52.0,30.5,22.0,128.82,4.5
"10/14/2016 23:55:20","10/14/2016 06:17:00","10/14/2016 18:00:00",23.0,14,10,6.0,18.0,0,0,0,0,1.25,52.0,30.5,24.0,175.51,6.75
"10/15/2016 00:00:23","10/15/2016 06:17:00","10/15/2016 17:59:00",0.0,15,10,6.0,17.0,0,0,0,0,1.21,52.0,30.5,23.0,164.96,5.62
"10/15/2016 00:30:25","10/15/2016 06:17:00","10/15/2016 17:59:00",0.0,15,10,6.0,17.0,0,0,0,0,1.25,50.0,30.49,26.0,175.15,7.87
"10/15/2016 00:35:22","10/15/2016 06:17:00","10/15/2016 17:59:00",0.0,15,10,6.0,17.0,0,0,0,0,1.22,50.0,30.49,26.0,163.84,5.62
"10/15/2016 00:40:20","10/15/2016 06:17:00","10/15/2016 17:59:00",0.0,15,10,6.0,17.0,0,0,0,0,1.24,50.0,30.49,27.0,168.55,7.87
"10/15/2016 00:45:23","10/15/2016 06:17:00","10/15/2016 17:59:00",0.0,15,10,6.0,17.0,0,0,0,0,1.27,50.0,30.49,27.0,149.58,7.87
"10/15/2016 00:50:22","10/15/2016 06:17:00","10/15/2016 17:59:00",0.0,15,10,6.0,17.0,0,0,0,0,1.2,50.0,30.49,27.0,177.82,7.87
"10/15/2016 00:55:22","10/15/2016 06:17:00","10/15/2016 17:59:00",0.0,15,10,6.0,17.0,0,0,0,0,1.21,50.0,30.49,28.0,175.97,6.75
"10/15/2016 01:00:22","10/15/2016 06:17:00","10/15/2016 17:59:00",1.0,15,10,6.0,17.0,0,0,0,0,1.2,50.0,30.49,27.0,177.34,6.75
"10/15/2016 01:05:19","10/15/2016 06:17:00","10/15/2016 17:59:00",1.0,15,10,6.0,17.0,0,0,0,0,1.21,49.0,30.49,28.0,167.27,9.0
"10/15/2016 01:10:22","10/15/2016 06:17:00","10/15/2016 17:59:00",1.0,15,10,6.0,17.0,0,0,0,0,1.21,49.0,30.49,27.0,183.81,5.62
"10/15/2016 01:15:20","10/15/2016 06:17:00","10/15/2016 17:59:00",1.0,15,10,6.0,17.0,0,0,0,0,1.22,50.0,30.48,27.0,172.01,5.62
"10/15/2016 01:20:22","10/15/2016 06:17:00","10/15/2016 17:59:00",1.0,15,10,6.0,17.0,0,0,0,0,1.23,50.0,30.48,27.0,154.3,6.75
"10/15/2016 01:25:20","10/15/2016 06:17:00","10/15/2016 17:59:00",1.0,15,10,6.0,17.0,0,0,0,0,1.22,50.0,30.48,27.0,173.01,4.5
"10/15/2016 01:30:19","10/15/2016 06:17:00","10/15/2016 17:59:00",1.0,15,10,6.0,17.0,0,0,0,0,1.22,49.0,30.48,28.0,166.28,5.62
"10/15/2016 01:35:19","10/15/2016 06:17:00","10/15/2016 17:59:00",1.0,15,10,6.0,17.0,0,0,0,0,1.21,49.0,30.48,27.0,163.0,6.75
"10/15/2016 01:40:18","10/15/2016 06:17:00","10/15/2016 17:59:00",1.0,15,10,6.0,17.0,0,0,0,0,1.2,49.0,30.48,28.0,180.86,7.87
"10/15/2016 01:45:24","10/15/2016 06:17:00","10/15/2016 17:59:00",1.0,15,10,6.0,17.0,0,0,0,0,1.22,49.0,30.48,27.0,191.05,5.62
"10/15/2016 01:50:24","10/15/2016 06:17:00","10/15/2016 17:59:00",1.0,15,10,6.0,17.0,0,0,0,0,1.21,50.0,30.48,27.0,184.32,5.62
"10/15/2016 01:55:21","10/15/2016 06:17:00","10/15/2016 17:59:00",1.0,15,10,6.0,17.0,0,0,0,0,1.21,50.0,30.48,27.0,162.52,5.62
"10/15/2016 02:00:21","10/15/2016 06:17:00","10/15/2016 17:59:00",2.0,15,10,6.0,17.0,0,0,0,0,1.22,49.0,30.48,28.0,179.2,5.62
"10/15/2016 02:05:23","10/15/2016 06:17:00","10/15/2016 17:59:00",2.0,15,10,6.0,17.0,0,0,0,0,1.21,49.0,30.47,29.0,164.93,10.12
"10/15/2016 02:10:23","10/15/2016 06:17:00","10/15/2016 17:59:00",2.0,15,10,6.0,17.0,0,0,0,0,1.22,49.0,30.47,28.0,158.73,6.75
"10/15/2016 02:15:18","10/15/2016 06:17:00","10/15/2016 17:59:00",2.0,15,10,6.0,17.0,0,0,0,0,1.22,49.0,30.47,27.0,180.87,5.62
"10/15/2016 02:20:26","10/15/2016 06:17:00","10/15/2016 17:59:00",2.0,15,10,6.0,17.0,0,0,0,0,1.21,49.0,30.47,27.0,177.73,5.62
"10/15/2016 02:25:22","10/15/2016 06:17:00","10/15/2016 17:59:00",2.0,15,10,6.0,17.0,0,0,0,0,1.23,49.0,30.47,26.0,173.13,4.5
"10/15/2016 02:30:27","10/15/2016 06:17:00","10/15/2016 17:59:00",2.0,15,10,6.0,17.0,0,0,0,0,1.21,49.0,30.47,26.0,156.28,7.87
"10/15/2016 02:35:21","10/15/2016 06:17:00","10/15/2016 17:59:00",2.0,15,10,6.0,17.0,0,0,0,0,1.21,50.0,30.47,26.0,167.34,5.62
"10/15/2016 02:40:20","10/15/2016 06:17:00","10/15/2016 17:59:00",2.0,15,10,6.0,17.0,0,0,0,0,1.21,50.0,30.47,26.0,183.4,5.62
"10/15/2016 02:45:20","10/15/2016 06:17:00","10/15/2016 17:59:00",2.0,15,10,6.0,17.0,0,0,0,0,1.23,50.0,30.47,27.0,187.56,6.75
"10/15/2016 02:50:25","10/15/2016 06:17:00","10/15/2016 17:59:00",2.0,15,10,6.0,17.0,0,0,0,0,1.23,50.0,30.47,26.0,188.69,6.75
"10/15/2016 02:55:21","10/15/2016 06:17:00","10/15/2016 17:59:00",2.0,15,10,6.0,17.0,0,0,0,0,1.22,50.0,30.46,26.0,173.37,9.0
"10/15/2016 03:00:22","10/15/2016 06:17:00","10/15/2016 17:59:00",3.0,15,10,6.0,17.0,0,0,0,0,1.23,50.0,30.46,26.0,182.81,6.75
"10/15/2016 03:05:20","10/15/2016 06:17:00","10/15/2016 17:59:00",3.0,15,10,6.0,17.0,0,0,0,0,1.25,50.0,30.46,25.0,179.52,7.87
"10/15/2016 03:10:19","10/15/2016 06:17:00","10/15/2016 17:59:00",3.0,15,10,6.0,17.0,0,0,0,0,1.23,50.0,30.46,25.0,159.57,6.75
"10/15/2016 03:15:24","10/15/2016 06:17:00","10/15/2016 17:59:00",3.0,15,10,6.0,17.0,0,0,0,0,1.23,50.0,30.46,26.0,186.59,6.75
"10/15/2016 03:25:24","10/15/2016 06:17:00","10/15/2016 17:59:00",3.0,15,10,6.0,17.0,0,0,0,0,1.22,50.0,30.46,26.0,193.09,7.87
"10/15/2016 03:30:26","10/15/2016 06:17:00","10/15/2016 17:59:00",3.0,15,10,6.0,17.0,0,0,0,0,1.23,50.0,30.46,25.0,198.28,11.25
"10/15/2016 03:35:20","10/15/2016 06:17:00","10/15/2016 17:59:00",3.0,15,10,6.0,17.0,0,0,0,0,1.23,50.0,30.46,25.0,190.64,11.25
"10/15/2016 03:40:23","10/15/2016 06:17:00","10/15/2016 17:59:00",3.0,15,10,6.0,17.0,0,0,0,0,1.21,50.0,30.46,25.0,182.9,9.0
"10/15/2016 03:45:28","10/15/2016 06:17:00","10/15/2016 17:59:00",3.0,15,10,6.0,17.0,0,0,0,0,1.22,50.0,30.46,25.0,187.44,12.37
"10/15/2016 03:50:22","10/15/2016 06:17:00","10/15/2016 17:59:00",3.0,15,10,6.0,17.0,0,0,0,0,1.22,50.0,30.46,25.0,187.54,11.25
"10/15/2016 03:55:20","10/15/2016 06:17:00","10/15/2016 17:59:00",3.0,15,10,6.0,17.0,0,0,0,0,1.25,50.0,30.46,25.0,181.29,9.0
"10/15/2016 04:00:21","10/15/2016 06:17:00","10/15/2016 17:59:00",4.0,15,10,6.0,17.0,0,0,0,0,1.22,50.0,30.46,25.0,188.43,7.87
"10/15/2016 04:05:20","10/15/2016 06:17:00","10/15/2016 17:59:00",4.0,15,10,6.0,17.0,0,0,0,0,1.19,50.0,30.46,25.0,196.93,9.0
"10/15/2016 04:10:20","10/15/2016 06:17:00","10/15/2016 17:59:00",4.0,15,10,6.0,17.0,0,0,0,0,1.22,50.0,30.46,25.0,182.26,9.0
"10/15/2016 04:15:19","10/15/2016 06:17:00","10/15/2016 17:59:00",4.0,15,10,6.0,17.0,0,0,0,0,1.22,50.0,30.46,25.0,187.62,7.87
"10/15/2016 04:20:22","10/15/2016 06:17:00","10/15/2016 17:59:00",4.0,15,10,6.0,17.0,0,0,0,0,1.24,50.0,30.46,25.0,188.47,9.0
"10/15/2016 04:25:20","10/15/2016 06:17:00","10/15/2016 17:59:00",4.0,15,10,6.0,17.0,0,0,0,0,1.21,50.0,30.46,24.0,192.29,6.75
"10/15/2016 04:30:25","10/15/2016 06:17:00","10/15/2016 17:59:00",4.0,15,10,6.0,17.0,0,0,0,0,1.2,50.0,30.46,24.0,192.61,6.75
"10/15/2016 04:35:22","10/15/2016 06:17:00","10/15/2016 17:59:00",4.0,15,10,6.0,17.0,0,0,0,0,1.22,50.0,30.46,24.0,195.32,7.87
"10/15/2016 04:40:18","10/15/2016 06:17:00","10/15/2016 17:59:00",4.0,15,10,6.0,17.0,0,0,0,0,1.2,50.0,30.46,23.0,186.86,5.62
"10/15/2016 04:45:24","10/15/2016 06:17:00","10/15/2016 17:59:00",4.0,15,10,6.0,17.0,0,0,0,0,1.22,50.0,30.46,23.0,178.09,7.87
"10/15/2016 04:50:23","10/15/2016 06:17:00","10/15/2016 17:59:00",4.0,15,10,6.0,17.0,0,0,0,0,1.22,50.0,30.46,23.0,165.66,9.0
"10/15/2016 04:55:19","10/15/2016 06:17:00","10/15/2016 17:59:00",4.0,15,10,6.0,17.0,0,0,0,0,1.21,51.0,30.46,23.0,181.58,6.75
"10/15/2016 05:00:22","10/15/2016 06:17:00","10/15/2016 17:59:00",5.0,15,10,6.0,17.0,0,0,0,0,1.21,51.0,30.46,23.0,189.03,7.87
"10/15/2016 05:05:18","10/15/2016 06:17:00","10/15/2016 17:59:00",5.0,15,10,6.0,17.0,0,0,0,0,1.2,50.0,30.46,23.0,180.15,6.75
"10/15/2016 05:10:19","10/15/2016 06:17:00","10/15/2016 17:59:00",5.0,15,10,6.0,17.0,0,0,0,0,1.2,50.0,30.46,24.0,178.45,7.87
"10/15/2016 05:15:26","10/15/2016 06:17:00","10/15/2016 17:59:00",5.0,15,10,6.0,17.0,0,0,0,0,1.2,50.0,30.46,23.0,194.8,7.87
"10/15/2016 05:20:25","10/15/2016 06:17:00","10/15/2016 17:59:00",5.0,15,10,6.0,17.0,0,0,0,0,1.22,50.0,30.47,23.0,181.3,7.87
"10/15/2016 05:25:25","10/15/2016 06:17:00","10/15/2016 17:59:00",5.0,15,10,6.0,17.0,0,0,0,0,1.22,50.0,30.47,24.0,155.28,9.0
"10/15/2016 05:30:25","10/15/2016 06:17:00","10/15/2016 17:59:00",5.0,15,10,6.0,17.0,0,0,0,0,1.21,50.0,30.47,24.0,154.77,9.0
"10/15/2016 05:35:25","10/15/2016 06:17:00","10/15/2016 17:59:00",5.0,15,10,6.0,17.0,0,0,0,0,1.2,50.0,30.47,24.0,189.62,5.62
"10/15/2016 05:40:19","10/15/2016 06:17:00","10/15/2016 17:59:00",5.0,15,10,6.0,17.0,0,0,0,0,1.21,50.0,30.47,24.0,183.17,6.75
"10/15/2016 05:45:20","10/15/2016 06:17:00","10/15/2016 17:59:00",5.0,15,10,6.0,17.0,0,0,0,0,1.2,49.0,30.47,24.0,190.01,7.87
"10/15/2016 05:50:25","10/15/2016 06:17:00","10/15/2016 17:59:00",5.0,15,10,6.0,17.0,0,0,0,0,1.21,49.0,30.47,24.0,167.52,6.75
"10/15/2016 05:55:19","10/15/2016 06:17:00","10/15/2016 17:59:00",5.0,15,10,6.0,17.0,0,0,0,0,1.21,49.0,30.47,24.0,170.54,9.0
"10/15/2016 06:00:19","10/15/2016 06:17:00","10/15/2016 17:59:00",6.0,15,10,6.0,17.0,1,0,0,1,1.24,49.0,30.47,25.0,182.84,6.75
"10/15/2016 06:05:18","10/15/2016 06:17:00","10/15/2016 17:59:00",6.0,15,10,6.0,17.0,1,0,0,1,1.83,49.0,30.47,25.0,182.15,5.62
"10/15/2016 06:10:22","10/15/2016 06:17:00","10/15/2016 17:59:00",6.0,15,10,6.0,17.0,1,0,0,1,3.41,49.0,30.47,26.0,191.1,5.62
"10/15/2016 06:15:18","10/15/2016 06:17:00","10/15/2016 17:59:00",6.0,15,10,6.0,17.0,1,0,0,1,5.54,49.0,30.47,26.0,197.09,7.87
"10/15/2016 06:20:23","10/15/2016 06:17:00","10/15/2016 17:59:00",6.0,15,10,6.0,17.0,1,0,0,1,7.72,48.0,30.47,26.0,166.4,6.75
"10/15/2016 06:25:22","10/15/2016 06:17:00","10/15/2016 17:59:00",6.0,15,10,6.0,17.0,1,0,0,1,9.92,49.0,30.47,26.0,176.3,7.87
"10/15/2016 06:30:20","10/15/2016 06:17:00","10/15/2016 17:59:00",6.0,15,10,6.0,17.0,1,0,0,1,11.91,49.0,30.47,26.0,183.85,7.87
"10/15/2016 06:35:20","10/15/2016 06:17:00","10/15/2016 17:59:00",6.0,15,10,6.0,17.0,1,0,0,1,13.75,49.0,30.48,26.0,179.08,7.87
"10/15/2016 06:40:20","10/15/2016 06:17:00","10/15/2016 17:59:00",6.0,15,10,6.0,17.0,1,0,0,1,15.3,49.0,30.48,26.0,179.67,7.87
"10/15/2016 06:45:19","10/15/2016 06:17:00","10/15/2016 17:59:00",6.0,15,10,6.0,17.0,1,0,0,1,16.72,49.0,30.48,26.0,172.96,7.87
"10/15/2016 06:50:23","10/15/2016 06:17:00","10/15/2016 17:59:00",6.0,15,10,6.0,17.0,1,0,0,1,17.94,49.0,30.48,26.0,158.99,6.75
"10/15/2016 06:55:21","10/15/2016 06:17:00","10/15/2016 17:59:00",6.0,15,10,6.0,17.0,1,0,0,1,18.96,50.0,30.48,25.0,169.54,6.75
"10/15/2016 07:00:18","10/15/2016 06:17:00","10/15/2016 17:59:00",7.0,15,10,6.0,17.0,0,0,0,1,19.81,50.0,30.48,25.0,152.11,6.75
"10/15/2016 07:05:19","10/15/2016 06:17:00","10/15/2016 17:59:00",7.0,15,10,6.0,17.0,0,0,0,1,20.72,51.0,30.48,24.0,165.46,4.5
"10/15/2016 07:10:22","10/15/2016 06:17:00","10/15/2016 17:59:00",7.0,15,10,6.0,17.0,0,0,0,1,21.37,52.0,30.49,24.0,169.22,6.75
"10/15/2016 07:15:20","10/15/2016 06:17:00","10/15/2016 17:59:00",7.0,15,10,6.0,17.0,0,0,0,1,22.19,52.0,30.49,23.0,166.42,5.62
"10/15/2016 07:20:26","10/15/2016 06:17:00","10/15/2016 17:59:00",7.0,15,10,6.0,17.0,0,0,0,1,24.11,53.0,30.49,22.0,185.32,7.87
"10/15/2016 07:25:21","10/15/2016 06:17:00","10/15/2016 17:59:00",7.0,15,10,6.0,17.0,0,0,0,1,258.94,54.0,30.49,21.0,149.49,6.75
"10/15/2016 07:30:27","10/15/2016 06:17:00","10/15/2016 17:59:00",7.0,15,10,6.0,17.0,0,0,0,1,287.99,55.0,30.49,20.0,169.66,6.75
"10/15/2016 07:35:22","10/15/2016 06:17:00","10/15/2016 17:59:00",7.0,15,10,6.0,17.0,0,0,0,1,314.83,56.0,30.49,19.0,152.69,6.75
"10/15/2016 07:40:21","10/15/2016 06:17:00","10/15/2016 17:59:00",7.0,15,10,6.0,17.0,0,0,0,1,339.34,57.0,30.49,18.0,171.49,3.37
"10/15/2016 07:45:24","10/15/2016 06:17:00","10/15/2016 17:59:00",7.0,15,10,6.0,17.0,0,0,0,1,361.44,58.0,30.49,17.0,129.07,3.37
"10/15/2016 07:50:20","10/15/2016 06:17:00","10/15/2016 17:59:00",7.0,15,10,6.0,17.0,0,0,0,1,382.35,60.0,30.49,15.0,144.15,1.12
"10/15/2016 07:55:19","10/15/2016 06:17:00","10/15/2016 17:59:00",7.0,15,10,6.0,17.0,0,0,0,1,404.42,61.0,30.5,13.0,100.83,4.5
"10/15/2016 08:00:20","10/15/2016 06:17:00","10/15/2016 17:59:00",8.0,15,10,6.0,17.0,0,0,0,1,425.1,62.0,30.5,12.0,65.75,1.12
"10/15/2016 08:05:25","10/15/2016 06:17:00","10/15/2016 17:59:00",8.0,15,10,6.0,17.0,0,0,0,1,446.15,63.0,30.5,14.0,68.74,4.5
"10/15/2016 08:10:19","10/15/2016 06:17:00","10/15/2016 17:59:00",8.0,15,10,6.0,17.0,0,0,0,1,466.7,64.0,30.5,13.0,157.69,2.25
"10/15/2016 08:15:29","10/15/2016 06:17:00","10/15/2016 17:59:00",8.0,15,10,6.0,17.0,0,0,0,1,487.55,64.0,30.5,14.0,7.09,4.5
"10/15/2016 08:20:22","10/15/2016 06:17:00","10/15/2016 17:59:00",8.0,15,10,6.0,17.0,0,0,0,1,507.06,64.0,30.5,13.0,98.53,4.5
"10/15/2016 08:25:21","10/15/2016 06:17:00","10/15/2016 17:59:00",8.0,15,10,6.0,17.0,0,0,0,1,526.94,64.0,30.5,13.0,54.73,5.62
"10/15/2016 08:30:21","10/15/2016 06:17:00","10/15/2016 17:59:00",8.0,15,10,6.0,17.0,0,0,0,1,546.26,64.0,30.51,13.0,23.21,5.62
"10/15/2016 08:35:21","10/15/2016 06:17:00","10/15/2016 17:59:00",8.0,15,10,6.0,17.0,0,0,0,1,565.04,64.0,30.51,13.0,99.06,5.62
"10/15/2016 08:40:21","10/15/2016 06:17:00","10/15/2016 17:59:00",8.0,15,10,6.0,17.0,0,0,0,1,584.42,64.0,30.51,12.0,67.73,3.37
"10/15/2016 08:45:23","10/15/2016 06:17:00","10/15/2016 17:59:00",8.0,15,10,6.0,17.0,0,0,0,1,603.24,65.0,30.51,11.0,80.79,5.62
"10/15/2016 08:50:23","10/15/2016 06:17:00","10/15/2016 17:59:00",8.0,15,10,6.0,17.0,0,0,0,1,621.65,65.0,30.51,11.0,95.75,3.37
"10/15/2016 08:55:21","10/15/2016 06:17:00","10/15/2016 17:59:00",8.0,15,10,6.0,17.0,0,0,0,1,638.29,65.0,30.51,19.0,21.21,3.37
"10/15/2016 09:00:21","10/15/2016 06:17:00","10/15/2016 17:59:00",9.0,15,10,6.0,17.0,0,0,0,1,655.78,65.0,30.52,18.0,26.0,7.87
"10/15/2016 09:05:20","10/15/2016 06:17:00","10/15/2016 17:59:00",9.0,15,10,6.0,17.0,0,0,0,1,674.16,64.0,30.52,15.0,33.61,5.62
"10/15/2016 09:10:22","10/15/2016 06:17:00","10/15/2016 17:59:00",9.0,15,10,6.0,17.0,0,0,0,1,692.82,64.0,30.52,17.0,0.26,4.5
"10/15/2016 09:15:23","10/15/2016 06:17:00","10/15/2016 17:59:00",9.0,15,10,6.0,17.0,0,0,0,1,709.97,64.0,30.52,15.0,140.72,3.37
"10/15/2016 09:20:19","10/15/2016 06:17:00","10/15/2016 17:59:00",9.0,15,10,6.0,17.0,0,0,0,1,724.62,65.0,30.52,14.0,30.65,4.5
"10/15/2016 09:25:18","10/15/2016 06:17:00","10/15/2016 17:59:00",9.0,15,10,6.0,17.0,0,0,0,1,741.9,65.0,30.52,13.0,11.43,4.5
"10/15/2016 09:30:20","10/15/2016 06:17:00","10/15/2016 17:59:00",9.0,15,10,6.0,17.0,0,0,0,1,756.82,65.0,30.52,13.0,13.8,3.37
"10/15/2016 09:35:19","10/15/2016 06:17:00","10/15/2016 17:59:00",9.0,15,10,6.0,17.0,0,0,0,1,770.97,65.0,30.52,14.0,39.97,9.0
"10/15/2016 09:40:20","10/15/2016 06:17:00","10/15/2016 17:59:00",9.0,15,10,6.0,17.0,0,0,0,1,784.89,66.0,30.51,14.0,58.12,4.5
"10/15/2016 09:45:19","10/15/2016 06:17:00","10/15/2016 17:59:00",9.0,15,10,6.0,17.0,0,0,0,1,799.32,66.0,30.51,16.0,57.09,5.62
"10/15/2016 09:50:19","10/15/2016 06:17:00","10/15/2016 17:59:00",9.0,15,10,6.0,17.0,0,0,0,1,813.08,66.0,30.52,16.0,56.06,2.25
"10/15/2016 09:55:21","10/15/2016 06:17:00","10/15/2016 17:59:00",9.0,15,10,6.0,17.0,0,0,0,1,823.61,66.0,30.52,21.0,61.31,11.25
"10/15/2016 10:00:19","10/15/2016 06:17:00","10/15/2016 17:59:00",10.0,15,10,6.0,17.0,0,0,0,1,838.27,66.0,30.52,18.0,23.67,7.87
"10/15/2016 10:05:18","10/15/2016 06:17:00","10/15/2016 17:59:00",10.0,15,10,6.0,17.0,0,0,0,1,851.16,66.0,30.52,19.0,32.97,5.62
"10/15/2016 10:10:23","10/15/2016 06:17:00","10/15/2016 17:59:00",10.0,15,10,6.0,17.0,0,0,0,1,862.66,66.0,30.52,22.0,1.04,5.62
"10/15/2016 10:15:22","10/15/2016 06:17:00","10/15/2016 17:59:00",10.0,15,10,6.0,17.0,0,0,0,1,874.44,66.0,30.52,23.0,23.96,11.25
"10/15/2016 10:20:25","10/15/2016 06:17:00","10/15/2016 17:59:00",10.0,15,10,6.0,17.0,0,0,0,1,883.96,66.0,30.52,27.0,28.49,6.75
"10/15/2016 10:25:21","10/15/2016 06:17:00","10/15/2016 17:59:00",10.0,15,10,6.0,17.0,0,0,0,1,896.94,66.0,30.52,25.0,11.95,7.87
"10/15/2016 10:30:26","10/15/2016 06:17:00","10/15/2016 17:59:00",10.0,15,10,6.0,17.0,0,0,0,1,905.76,66.0,30.52,22.0,35.28,11.25
"10/15/2016 10:35:18","10/15/2016 06:17:00","10/15/2016 17:59:00",10.0,15,10,6.0,17.0,0,0,0,1,915.85,66.0,30.52,25.0,104.3,7.87
"10/15/2016 10:40:20","10/15/2016 06:17:00","10/15/2016 17:59:00",10.0,15,10,6.0,17.0,0,0,0,1,924.36,66.0,30.52,28.0,20.64,9.0
"10/15/2016 10:45:24","10/15/2016 06:17:00","10/15/2016 17:59:00",10.0,15,10,6.0,17.0,0,0,0,1,933.5,66.0,30.52,32.0,33.99,5.62
"10/15/2016 10:50:19","10/15/2016 06:17:00","10/15/2016 17:59:00",10.0,15,10,6.0,17.0,0,0,0,1,940.17,65.0,30.52,43.0,17.34,7.87
"10/15/2016 10:55:22","10/15/2016 06:17:00","10/15/2016 17:59:00",10.0,15,10,6.0,17.0,0,0,0,1,946.57,64.0,30.52,47.0,51.78,7.87
